BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SteamUse(kBtu),TotalGHGEmissions,BuildingAge
NonResidential,Retail Store,98122.0,3,EAST,47.61466,-122.31984,1,30240,0,78.0,0.0,18.19,96
NonResidential,Other,98105.0,4,NORTHEAST,47.65729,-122.31937,2,28586,0,,0.0,35.4,54
NonResidential,Hotel,98104.0,2,DOWNTOWN,47.59766,-122.32394,3,28800,0,,0.0,190.45,108
NonResidential,Restaurant,98104.0,2,DOWNTOWN,47.59697,-122.32474,3,28800,0,,0.0,29.21,103
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59644,-122.32415,3,35202,0,2.0,0.0,25.14,37
NonResidential,Senior Care Community,98101.0,7,EAST,47.61318,-122.32747,6,95117,26082,1.0,0.0,183.79,47
NonResidential,Worship Facility,98122.0,3,EAST,47.61426,-122.32661,2,24600,0,69.0,0.0,5.66,106
NonResidential,Worship Facility,98104.0,3,EAST,47.60514,-122.32613,1,48850,0,,815676.125,65.05,116
NonResidential,Hospital,98116.0,1,SOUTHWEST,47.58767,-122.38672,3,54863,0,100.0,0.0,14.21,55
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55317,-122.33289,1,25000,0,,0.0,65.89,52
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55544,-122.33294,1,25000,0,,0.0,8.61,56
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.55523,-122.33448,1,22622,0,,0.0,26.56,89
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61543,-122.32657,3,27544,0,94.0,0.0,17.41,99
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61161,-122.34592,7,47415,0,,0.0,10.31,27
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63644,-122.34218,3,22960,0,,0.0,95.38,55
NonResidential,Supermarket / Grocery Store,98112.0,3,EAST,47.62048,-122.31386,1,44739,0,17.0,0.0,393.07,18
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.66816,-122.27706,1,22778,0,,0.0,120.86,68
NonResidential,Worship Facility,98117.0,6,BALLARD,47.68517,-122.38733,2,21562,0,20.0,0.0,37.28,60
NonResidential,Other,98122.0,3,CENTRAL,47.62322,-122.29006,1,25753,0,,0.0,62.51,57
NonResidential,Other,98112.0,3,EAST,47.62816,-122.28067,3,71280,0,,0.0,861.85,88
SPS-District K-12,K-12 School,98112.0,3,EAST,47.63408,-122.28483,3,38297,0,85.0,0.0,69.18,91
NonResidential,Senior Care Community,98112.0,3,EAST,47.63429,-122.27652,16,153312,0,51.0,0.0,792.6,53
NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,47.61811,-122.33908,19,1206670,201857,87.0,0.0,393.29,7
NonResidential,Worship Facility,98118.0,2,SOUTHEAST,47.53857,-122.28026,1,24200,0,73.0,0.0,22.38,48
NonResidential,Residence Hall,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63651,-122.34418,4,23513,2211,,0.0,49.79,35
NonResidential,Self-Storage Facility,98126.0,1,DELRIDGE,47.56785,-122.37039,3,66610,0,,0.0,18.81,22
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.56774,-122.33289,1,36000,0,,0.0,58.79,66
NonResidential,K-12 School,98133.0,5,NORTHWEST,47.71387,-122.3535,2,23222,0,62.0,0.0,55.06,78
NonResidential,Mixed Use Property,98122.0,3,EAST,47.61426,-122.3253,2,24476,0,,0.0,91.69,92
NonResidential,Retail Store,98122.0,3,EAST,47.61386,-122.32481,2,24750,0,,0.0,28.07,106
NonResidential,K-12 School,98122.0,3,EAST,47.61339,-122.32594,3,60000,0,52.0,0.0,121.63,112
NonResidential,Other,98122.0,3,EAST,47.61449,-122.32592,2,46560,0,,0.0,17.31,62
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63303,-122.34268,3,30408,0,61.0,0.0,10.04,36
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63439,-122.34078,3,30109,0,89.0,0.0,34.03,96
SPS-District K-12,K-12 School,98126.0,1,SOUTHWEST,47.55257,-122.38019,2,39929,0,82.0,0.0,47.18,52
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63985,-122.36712,2,25481,0,92.0,0.0,38.59,56
NonResidential,Senior Care Community,98118.0,2,SOUTHEAST,47.53515,-122.26556,1,141297,0,76.0,0.0,717.93,49
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62298,-122.33082,2,27788,0,73.0,0.0,35.99,104
NonResidential,Hotel,98133.0,5,NORTHWEST,47.729,-122.34473,4,41704,8584,73.0,0.0,58.52,26
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56683,-122.33358,2,22324,0,53.0,0.0,22.33,75
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.5661,-122.33358,2,31360,0,,0.0,39.65,70
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.56555,-122.33362,1,30496,0,,0.0,46.01,69
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61545,-122.3238,3,27600,0,84.0,0.0,12.57,94
NonResidential,Senior Care Community,98103.0,6,NORTHWEST,47.66312,-122.35311,2,55974,0,98.0,0.0,203.21,55
SPS-District K-12,K-12 School,98118.0,2,GREATER DUWAMISH,47.53074,-122.28491,2,52901,0,75.0,0.0,60.2,45
NonResidential,Senior Care Community,98125.0,5,NORTH,47.70883,-122.28887,1,22583,0,95.0,0.0,70.92,62
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.66117,-122.3391,3,31686,7358,35.0,0.0,16.07,19
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.6483,-122.33438,3,26694,6034,92.0,0.0,5.02,35
NonResidential,Warehouse,98133.0,5,NORTHWEST,47.70833,-122.34429,1,29400,0,69.0,0.0,1.59,44
NonResidential,Hotel,98108.0,2,GREATER DUWAMISH,47.54774,-122.32091,3,22452,0,85.0,0.0,41.88,24
NonResidential,Other,98105.0,4,NORTHEAST,47.66148,-122.31279,2,25767,0,22.0,0.0,11.02,104
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66188,-122.31279,4,33910,0,75.0,0.0,38.21,63
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.6645,-122.31224,2,78401,0,,0.0,87.41,89
NonResidential,Warehouse,98103.0,4,LAKE UNION,47.64748,-122.33435,2,78716,0,38.0,0.0,48.13,37
NonResidential,K-12 School,98103.0,4,LAKE UNION,47.66389,-122.33692,2,33300,0,92.0,0.0,69.2,106
NonResidential,Supermarket / Grocery Store,98103.0,4,LAKE UNION,47.66185,-122.33594,1,28808,0,29.0,0.0,226.73,59
NonResidential,Small- and Mid-Sized Office,98105.0,4,NORTHEAST,47.66345,-122.3134,1,27966,7004,58.0,0.0,7.67,59
NonResidential,Supermarket / Grocery Store,98105.0,4,NORTHEAST,47.66429,-122.31389,1,26226,0,37.0,0.0,156.18,66
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.6616,-122.31393,2,34948,15755,17.0,0.0,8.09,40
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.6342,-122.32661,3,37639,9999,,0.0,43.21,18
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60102,-122.33378,4,22840,0,64.0,0.0,6.14,116
NonResidential,Other,98104.0,7,DOWNTOWN,47.60135,-122.33327,1,21420,0,,0.0,9.72,116
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.6011,-122.33197,1,20880,0,94.0,0.0,4.76,116
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.59938,-122.33197,3,26000,0,,0.0,18.62,50
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59954,-122.33201,3,38675,0,,0.0,43.91,116
Nonresidential COS,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59986,-122.33195,4,49951,0,,382080.0,185.33,87
NonResidential,Medical Office,98118.0,2,SOUTHEAST,47.5195,-122.26935,2,25880,0,8.0,0.0,19.81,6
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.66517,-122.31037,3,41013,0,,0.0,37.43,89
NonResidential,Other,98105.0,4,NORTHEAST,47.66453,-122.30999,2,21075,0,,0.0,53.88,12
NonResidential,Worship Facility,98133.0,4,NORTHEAST,47.67842,-122.31949,3,46485,0,83.0,0.0,47.03,66
NonResidential,Small- and Mid-Sized Office,98115.0,6,NORTHWEST,47.67819,-122.3231,4,56896,0,96.0,0.0,28.46,51
NonResidential,Worship Facility,98115.0,6,NORTHWEST,47.67783,-122.32577,2,27500,0,60.0,0.0,14.79,38
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59856,-122.33248,2,36630,0,90.0,0.0,3.78,86
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59954,-122.33115,3,26830,0,,0.0,60.93,116
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59971,-122.33065,5,41920,0,95.0,0.0,7.69,110
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60048,-122.33157,5,36879,0,92.0,0.0,26.94,111
NonResidential,Other,98104.0,7,DOWNTOWN,47.60055,-122.33057,6,29820,0,,0.0,35.72,112
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60026,-122.3299,2,33640,0,70.0,0.0,7.52,111
NonResidential,Warehouse,98104.0,7,DOWNTOWN,47.59986,-122.32987,4,43484,0,18.0,0.0,10.92,110
NonResidential,Mixed Use Property,98104.0,2,DOWNTOWN,47.599,-122.32717,3,22480,0,,0.0,6.84,116
NonResidential,Hotel,98104.0,2,DOWNTOWN,47.5985,-122.32677,4,33018,0,49.0,0.0,173.67,91
NonResidential,Small- and Mid-Sized Office,98134.0,2,DOWNTOWN,47.5962,-122.32548,2,26510,0,91.0,0.0,11.18,46
NonResidential,Warehouse,98105.0,4,LAKE UNION,47.65429,-122.32618,1,40028,0,80.0,0.0,6.76,78
NonResidential,Small- and Mid-Sized Office,98105.0,4,LAKE UNION,47.65373,-122.32721,3,44510,18228,23.0,0.0,15.25,9
NonResidential,Worship Facility,98125.0,5,NORTH,47.71705,-122.28577,1,21624,0,90.0,0.0,20.96,62
SPS-District K-12,K-12 School,98103.0,6,NORTHWEST,47.6763,-122.3285,1,42239,0,83.0,0.0,72.69,46
SPS-District K-12,K-12 School,98105.0,6,NORTHWEST,47.66828,-122.3266,3,51360,0,89.0,0.0,30.22,91
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59819,-122.32599,3,21600,0,,0.0,32.42,23
NonResidential,Mixed Use Property,98104.0,2,DOWNTOWN,47.59769,-122.32537,3,20620,0,,0.0,20.78,107
NonResidential,Hotel,98104.0,2,DOWNTOWN,47.59983,-122.32598,5,40552,0,99.0,0.0,53.25,106
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.60105,-122.32542,3,31432,0,,0.0,10.04,107
NonResidential,Retail Store,98104.0,2,DOWNTOWN,47.59935,-122.32468,2,24550,0,100.0,0.0,6.73,99
SPS-District K-12,K-12 School,98105.0,4,LAKE UNION,47.65753,-122.32405,2,61052,0,80.0,0.0,47.78,16
NonResidential,Other,98122.0,3,CENTRAL,47.60285,-122.31458,3,25864,0,,0.0,34.61,108
NonResidential,Other,98105.0,4,NORTHEAST,47.66192,-122.30998,3,20686,0,,0.0,42.71,92
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.6617,-122.31007,3,22124,0,82.0,0.0,4.45,87
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66289,-122.30863,3,27487,0,82.0,0.0,65.95,90
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66164,-122.30874,4,23616,0,55.0,0.0,53.65,90
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66238,-122.30801,3,33448,0,78.0,0.0,6.96,40
Nonresidential COS,Mixed Use Property,98122.0,2,EAST,47.60153,-122.31986,2,29508,7120,,0.0,81.24,11
NonResidential,Senior Care Community,98122.0,3,CENTRAL,47.60133,-122.31088,2,74840,0,48.0,0.0,249.46,29
Nonresidential COS,Other,98144.0,3,CENTRAL,47.60133,-122.31088,3,20992,0,,0.0,104.74,103
NonResidential,K-12 School,98122.0,3,CENTRAL,47.6032,-122.30596,2,22344,0,40.0,0.0,55.23,91
NonResidential,University,98121.0,3,EAST,47.62531,-122.32303,3,31900,0,,0.0,96.2,95
Nonresidential COS,Other,98117.0,6,BALLARD,47.68475,-122.38257,2,29417,0,,0.0,56.25,66
NonResidential,Mixed Use Property,98104.0,2,DOWNTOWN,47.59737,-122.32487,3,49299,0,,0.0,9.23,107
NonResidential,Supermarket / Grocery Store,98116.0,1,SOUTHWEST,47.58217,-122.38479,1,31841,0,,0.0,404.21,19
NonResidential,Mixed Use Property,98122.0,3,EAST,47.627,-122.29153,2,21036,0,,0.0,78.36,28
NonResidential,Mixed Use Property,98105.0,4,NORTHEAST,47.66272,-122.31798,2,32928,0,9.0,0.0,39.4,17
SPS-District K-12,K-12 School,98105.0,4,NORTHEAST,47.6622,-122.27796,2,54943,0,94.0,0.0,83.76,88
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54761,-122.32759,1,44476,0,33.0,0.0,29.7,56
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.54494,-122.32543,1,35017,0,66.0,0.0,27.06,47
NonResidential,Residence Hall,98177.0,4,NORTHEAST,47.66281,-122.30819,3,29084,0,66.0,0.0,60.83,66
NonResidential,Worship Facility,98144.0,3,SOUTHEAST,47.58671,-122.30201,2,22952,0,98.0,0.0,19.28,53
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54443,-122.32688,1,21040,0,43.0,0.0,19.14,40
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54491,-122.32758,2,28032,0,52.0,0.0,46.61,65
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.54333,-122.32792,1,25620,0,82.0,0.0,20.46,42
NonResidential,Warehouse,98144.0,2,DOWNTOWN,47.59775,-122.32219,3,33238,0,14.0,0.0,11.38,24
NonResidential,K-12 School,98104.0,3,EAST,47.60745,-122.32542,4,27800,0,8.0,0.0,38.36,104
NonResidential,Large Office,98104.0,7,DOWNTOWN,47.60331,-122.33389,6,706176,0,82.0,0.0,92.52,16
NonResidential,Supermarket / Grocery Store,98136.0,1,SOUTHWEST,47.54427,-122.38609,1,33706,0,22.0,0.0,206.33,18
NonResidential,Mixed Use Property,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65532,-122.37133,2,37600,0,,0.0,93.55,55
SPS-District K-12,K-12 School,98177.0,5,NORTHWEST,47.70597,-122.36113,1,42128,0,93.0,0.0,49.55,62
SPS-District K-12,K-12 School,98117.0,6,BALLARD,47.68644,-122.38905,2,44753,0,96.0,0.0,61.25,84
NonResidential,Other,98122.0,3,EAST,47.61314,-122.32262,3,33708,0,,166488.4063,19.61,104
NonResidential,Other,98155.0,5,NORTH,47.73368,-122.31366,2,47237,0,,0.0,41.7,68
SPS-District K-12,K-12 School,98107.0,6,BALLARD,47.67363,-122.39152,2,57298,0,91.0,0.0,11.06,27
NonResidential,Supermarket / Grocery Store,98115.0,4,NORTHEAST,47.68217,-122.31675,1,76585,38585,18.0,0.0,364.27,19
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.66295,-122.31494,3,26373,0,75.0,0.0,38.18,78
NonResidential,Small- and Mid-Sized Office,98122.0,3,CENTRAL,47.60207,-122.28481,2,75868,0,,0.0,25.14,60
NonResidential,Mixed Use Property,98112.0,3,EAST,47.62164,-122.31238,2,21656,0,,0.0,51.89,69
Nonresidential COS,Distribution Center,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63319,-122.36294,3,23040,0,,0.0,2.94,95
NonResidential,Other,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63286,-122.36141,2,36771,0,,0.0,37.97,60
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.53104,-122.32784,1,24024,0,,0.0,2.62,39
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.53326,-122.32579,1,42420,0,34.0,0.0,29.39,63
NonResidential,Distribution Center,98108.0,1,GREATER DUWAMISH,47.53379,-122.33063,1,36982,0,,0.0,6.88,37
NonResidential,Warehouse,98108.0,1,GREATER DUWAMISH,47.53651,-122.32954,2,23400,0,,0.0,3.06,52
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62518,-122.35317,2,30720,0,,0.0,67.15,68
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.56626,-122.3244,1,23232,0,,0.0,0.89,44
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.56501,-122.3248,1,35046,0,100.0,0.0,17.65,42
NonResidential,Refrigerated Warehouse,98108.0,2,GREATER DUWAMISH,47.56477,-122.32628,1,25577,0,,0.0,14.19,55
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.56448,-122.32484,1,43380,0,89.0,0.0,2.82,42
NonResidential,Small- and Mid-Sized Office,98020.0,4,LAKE UNION,47.65576,-122.34208,3,20410,0,8.0,0.0,77.84,21
NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,47.70349,-122.33424,3,24696,6300,87.0,0.0,4.35,33
SPS-District K-12,K-12 School,98125.0,5,NORTHWEST,47.71487,-122.32959,1,45174,0,84.0,0.0,68.89,60
NonResidential,Worship Facility,98125.0,5,NORTHWEST,47.71479,-122.32824,1,24955,0,47.0,0.0,21.87,14
NonResidential,Other,98112.0,3,CENTRAL,47.62342,-122.29688,3,34074,0,,0.0,286.33,25
NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60505,-122.3361,10,392552,22225,23.0,0.0,423.57,10
NonResidential,Worship Facility,98125.0,5,NORTH,47.71856,-122.32084,2,76475,0,,0.0,67.33,55
NonResidential,K-12 School,98125.0,5,NORTH,47.71923,-122.32171,2,32961,0,86.0,0.0,62.94,28
Nonresidential COS,Other,98103.0,6,NORTHWEST,47.6875,-122.35496,1,27376,14570,,0.0,26.67,12
Campus,K-12 School,98112.0,3,CENTRAL,47.62291,-122.28879,1,109794,0,87.0,0.0,115.34,66
NonResidential,Other,98122.0,3,CENTRAL,47.61796,-122.30847,3,25200,0,,0.0,53.02,105
NonResidential,Supermarket / Grocery Store,98125.0,5,NORTH,47.70941,-122.31707,1,44755,0,56.0,0.0,338.58,20
NonResidential,Other,98122.0,3,EAST,47.61340332,-122.3203506,2,22320,0,,0.0,4.8,109
NonResidential,Mixed Use Property,98122.0,3,EAST,47.6139,-122.32034,3,24000,0,,0.0,9.09,104
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61393,-122.31589,3,23422,0,65.0,0.0,128.07,96
NonResidential,Other,98122.0,3,EAST,47.61674,-122.31111,2,38879,11328,,0.0,28.79,41
NonResidential,Mixed Use Property,98122.0,3,EAST,47.61554,-122.31098,5,53034,14625,93.0,0.0,83.65,18
NonResidential,Warehouse,98112.0,3,EAST,47.61481,-122.31536,2,23040,0,99.0,0.0,0.87,96
NonResidential,Warehouse,98122.0,3,EAST,47.61469,-122.31596,2,61880,0,66.0,0.0,4.15,58
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61556,-122.32048,2,27938,0,97.0,0.0,7.31,91
NonResidential,Other,98105.0,4,NORTHEAST,47.66386,-122.31715,2,21600,0,,0.0,11.32,92
Nonresidential COS,Other,98105.0,4,NORTHEAST,47.66506,-122.31656,3,27908,0,,0.0,63.22,87
Campus,K-12 School,98112.0,3,CENTRAL,47.62291,-122.28879,2,30562,0,69.0,0.0,55.73,16
NonResidential,Retail Store,98104.0,2,DOWNTOWN,47.59951,-122.32033,3,54969,0,67.0,0.0,39.31,16
NonResidential,K-12 School,98122.0,3,CENTRAL,47.61395,-122.31253,2,36825,0,,0.0,51.14,65
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61546,-122.31195,3,25834,0,73.0,0.0,54.02,58
NonResidential,Worship Facility,98102.0,3,EAST,47.63193,-122.32126,1,37700,0,38.0,0.0,150.23,87
SPS-District K-12,K-12 School,98112.0,3,EAST,47.64063,-122.30428,2,27273,0,90.0,0.0,46.7,91
NonResidential,Mixed Use Property,98122.0,3,CENTRAL,47.61608,-122.30967,6,97229,0,100.0,0.0,7.12,12
NonResidential,Small- and Mid-Sized Office,98103.0,5,NORTHWEST,47.69898,-122.34162,3,25111,0,77.0,0.0,24.97,34
NonResidential,Worship Facility,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,2,31805,0,10.0,0.0,68.39,63
NonResidential,K-12 School,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64725,-122.39977,1,20811,0,95.0,0.0,43.97,63
Nonresidential COS,Warehouse,98134.0,2,GREATER DUWAMISH,47.59393,-122.32211,2,22058,0,1.0,0.0,66.43,49
NonResidential,Refrigerated Warehouse,98108.0,2,GREATER DUWAMISH,47.56268,-122.32364,1,22890,0,,0.0,119.76,46
NonResidential,Other,98112.0,2,GREATER DUWAMISH,47.56166,-122.3237,5,36000,0,,0.0,43.04,109
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.5616,-122.32603,1,28320,0,1.0,0.0,67.96,45
NonResidential,Worship Facility,98115.0,4,NORTHEAST,47.67816,-122.28998,1,29079,0,78.0,0.0,22.18,61
NonResidential,Small- and Mid-Sized Office,98112.0,3,EAST,47.63441,-122.28061,3,28848,9616,82.0,0.0,5.07,34
NonResidential,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.65564,-122.36191,2,20535,0,7.0,0.0,38.71,28
NonResidential,Laboratory,98119.0,7,MAGNOLIA / QUEEN ANNE,47.65223,-122.36147,2,43025,0,,0.0,255.97,31
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.54769,-122.3251,1,30800,0,65.0,0.0,3.39,51
NonResidential,Mixed Use Property,98104.0,3,EAST,47.59901628,-122.3315077,3,22168,0,,0.0,49.44,116
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.59416,-122.3267,1,37400,0,73.0,0.0,7.8,94
NonResidential,Large Office,98104.0,2,DOWNTOWN,47.59666,-122.32768,11,268130,0,88.0,0.0,106.86,16
NonResidential,Small- and Mid-Sized Office,98104.0,2,DOWNTOWN,47.59706,-122.32813,11,68452,0,79.0,0.0,26.37,16
NonResidential,Large Office,98104.0,2,DOWNTOWN,47.59634,-122.32807,11,273185,0,88.0,0.0,102.54,16
NonResidential,K-12 School,98105.0,4,NORTHEAST,47.66368,-122.27324,3,97500,0,97.0,0.0,156.45,92
NonResidential,Small- and Mid-Sized Office,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62495,-122.36036,5,54015,0,75.0,0.0,21.05,34
NonResidential,Restaurant,98101.0,7,DOWNTOWN,47.60805,-122.33978,13,42000,0,,2513519.25,273.91,31
NonResidential,Large Office,98121.0,7,DOWNTOWN,47.61706,-122.35141,24,119701,0,67.0,0.0,58.44,34
Nonresidential COS,Other,98125.0,5,NORTH,47.71986,-122.29809,1,24697,0,,0.0,29.18,51
NonResidential,University,98144.0,3,CENTRAL,47.59677,-122.30172,1,57468,0,,0.0,89.8,3
NonResidential,University,98122.0,3,EAST,47.61808,-122.32175,5,84000,0,,0.0,441.94,10
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.6087,-122.33884,3,103000,0,89.0,0.0,81.18,25
NonResidential,Supermarket / Grocery Store,98116.0,1,SOUTHWEST,47.56137,-122.38524,1,37864,0,61.0,0.0,176.75,8
NonResidential,Supermarket / Grocery Store,98122.0,3,EAST,47.62256,-122.32092,2,66497,0,84.0,0.0,72.02,66
NonResidential,Retail Store,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,4,34010,0,,0.0,24.82,10
NonResidential,Supermarket / Grocery Store,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62473,-122.34727,4,45980,0,79.0,0.0,193.36,10
NonResidential,Retail Store,98122.0,3,EAST,47.61378771,-122.3214255,3,45743,0,88.0,0.0,83.45,20
NonResidential,Other,98122.0,3,CENTRAL,47.61674,-122.30207,1,45000,0,,0.0,137.66,25
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.59544,-122.33159,6,333698,0,,0.0,295.42,17
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55066,-122.31787,4,72859,0,55.0,0.0,12.43,112
SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.52374,-122.27201,2,138705,0,84.0,0.0,124.77,7
NonResidential,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.5823,-122.32937,3,21947,0,,0.0,37.83,12
NonResidential,Warehouse,98115.0,4,NORTHEAST,47.68454,-122.26235,0,384772,0,69.0,0.0,391.7,76
NonResidential,Medical Office,98115.0,4,NORTHEAST,47.6824,-122.26223,0,30287,0,32.0,0.0,32.72,56
NonResidential,Small- and Mid-Sized Office,98115.0,4,NORTHEAST,47.68254,-122.26299,0,21931,0,32.0,0.0,145.11,56
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60148,-122.33379,6,73102,0,84.0,0.0,30.03,31
NonResidential,Mixed Use Property,98102.0,3,EAST,47.62256,-122.32092,2,140823,59401,,0.0,28.85,100
Nonresidential COS,Mixed Use Property,98134.0,2,GREATER DUWAMISH,47.57918,-122.32075,1,87458,0,,0.0,270.63,50
NonResidential,Supermarket / Grocery Store,98115.0,5,NORTH,47.71864,-122.312,1,51400,0,74.0,0.0,303.69,5
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.64779,-122.33352,1,26263,0,64.0,0.0,11.4,23
Nonresidential COS,Other,98122.0,3,CENTRAL,47.60668,-122.30242,1,21400,0,,0.0,158.6,48
NonResidential,Laboratory,98104.0,3,EAST,47.60427,-122.32311,8,178000,0,,31030194.0,2549.47,16
NonResidential,Large Office,98134.0,2,GREATER DUWAMISH,47.5735,-122.32239,4,162157,0,,0.0,537.03,11
NonResidential,Supermarket / Grocery Store,98119.0,7,MAGNOLIA / QUEEN ANNE,47.6239,-122.35756,4,33997,0,23.0,0.0,94.63,13
NonResidential,Large Office,98109.0,7,LAKE UNION,47.62037,-122.33627,11,526423,0,97.0,0.0,163.19,4
NonResidential,Mixed Use Property,98104.0,7,DOWNTOWN,47.60121,-122.33518,6,74211,0,97.0,0.0,9.46,114
NonResidential,Warehouse,98178.0,2,SOUTHEAST,47.51098,-122.27817,2,45700,0,99.0,0.0,15.5,28
SPS-District K-12,K-12 School,98199.0,7,MAGNOLIA / QUEEN ANNE,47.64342,-122.3997,1,116101,0,,0.0,265.21,64
Nonresidential COS,Other,98115.0,4,NORTHEAST,47.68212,-122.2633,0,502030,0,,0.0,549.11,87
NonResidential,Other,98013.0,5,NORTHWEST,47.71286,-122.33635,2,53575,0,,0.0,619.9,4
NonResidential,Large Office,98134.0,2,GREATER DUWAMISH,47.58995,-122.33472,6,157345,0,63.0,0.0,92.07,4
NonResidential,Residence Hall,98195.0,4,NORTHEAST,47.65642,-122.31475,5,136758,0,90.0,0.0,175.46,4
NonResidential,Residence Hall,98195.0,4,NORTHEAST,47.65599,-122.31385,7,192259,0,72.0,0.0,191.97,4
Nonresidential COS,Other,98108.0,1,GREATER DUWAMISH,47.53246,-122.33304,2,137138,0,,0.0,38.17,4
