BuildingType,PrimaryPropertyType,ZipCode,CouncilDistrictCode,Neighborhood,Latitude,Longitude,NumberofFloors,PropertyGFATotal,PropertyGFAParking,ENERGYSTARScore,SteamUse(kBtu),TotalGHGEmissions,BuildingAge
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60431,-122.33335,3,63990,26640,51.0,0.0,14.63,37
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61285,-122.34817,3,28800,0,50.0,0.0,28.81,108
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.6172,-122.34979,3,33552,4968,75.0,0.0,60.43,62
NonResidential,Retail Store,98121.0,7,DOWNTOWN,47.61652,-122.34854,2,26270,0,32.0,0.0,33.78,85
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61595,-122.34756,3,57620,7820,50.0,0.0,16.63,90
NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,47.61543,-122.34651,2,28696,6080,,0.0,2.92,62
NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61471,-122.34525,5,57800,0,87.0,0.0,66.29,26
NonResidential,Other,98101.0,7,DOWNTOWN,47.61319,-122.33695,2,31890,0,2.0,0.0,12.95,61
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61267,-122.33852,2,44098,13660,53.0,450522.3125,41.69,91
NonResidential,Restaurant,98101.0,7,DOWNTOWN,47.61332,-122.33904,3,22381,0,,0.0,126.78,93
NonResidential,Laboratory,98121.0,7,DOWNTOWN,47.61763,-122.35507,4,49249,0,,0.0,1266.06,90
NonResidential,Retail Store,98121.0,7,DOWNTOWN,47.61812,-122.35509,1,24825,1263,,0.0,11.14,91
NonResidential,Medical Office,98121.0,7,DOWNTOWN,47.6146,-122.34217,4,26670,0,51.0,0.0,10.83,64
Nonresidential COS,Other,98121.0,7,DOWNTOWN,47.61607,-122.34449,2,37740,0,,0.0,86.02,94
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61768,-122.34139,1,23752,0,,0.0,30.33,51
NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61822,-122.34132,4,44416,0,61.0,0.0,72.78,49
NonResidential,Mixed Use Property,98121.0,7,DOWNTOWN,47.61634,-122.35385,2,33792,22867,,0.0,30.6,10
NonResidential,Worship Facility,98103.0,6,NORTHWEST,47.66476,-122.35248,2,45991,0,77.0,0.0,36.43,88
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66282,-122.305,3,21499,0,85.0,0.0,4.22,95
NonResidential,Small- and Mid-Sized Office,98105.0,4,NORTHEAST,47.66461,-122.30142,2,20384,0,16.0,0.0,13.91,27
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66246,-122.29898,2,39265,0,,0.0,47.12,60
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66246,-122.29898,2,54284,0,18.0,0.0,63.61,60
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66246,-122.29898,1,23409,0,67.0,0.0,28.41,60
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66246,-122.29898,1,63153,0,,0.0,47.66,19
NonResidential,Hotel,98105.0,4,NORTHEAST,47.66355,-122.30123,2,24100,0,91.0,0.0,46.57,55
NonResidential,Restaurant,98101.0,7,DOWNTOWN,47.61521,-122.33747,3,33600,0,,0.0,101.99,93
NonResidential,Other,98121.0,7,DOWNTOWN,47.61362,-122.33959,4,32356,0,81.0,882630.6875,74.92,89
NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61798,-122.33974,7,61180,12960,24.0,0.0,126.3,56
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61524,-122.33519,5,43506,11250,51.0,0.0,99.15,38
NonResidential,Worship Facility,98115.0,6,NORTHWEST,47.67572,-122.3285,2,23931,0,88.0,0.0,18.66,106
NonResidential,Worship Facility,98103.0,6,NORTHWEST,47.67491,-122.33316,2,21393,0,57.0,0.0,32.64,68
NonResidential,Mixed Use Property,98144.0,2,SOUTHEAST,47.57256,-122.29265,2,47560,0,80.0,0.0,33.23,26
NonResidential,Senior Care Community,98104.0,3,EAST,47.60897,-122.32507,6,62334,0,100.0,0.0,34.98,10
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.66159,-122.30441,3,20960,0,,0.0,64.51,86
NonResidential,University,98121.0,7,DOWNTOWN,47.61679,-122.33619,3,28800,0,,0.0,8.45,106
NonResidential,K-12 School,98121.0,7,DOWNTOWN,47.61718,-122.33654,2,21600,0,72.0,0.0,38.87,59
NonResidential,K-12 School,98101.0,7,DOWNTOWN,47.61687,-122.33533,3,22860,0,43.0,0.0,6.49,21
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.66516,-122.2738,1,26366,0,88.0,0.0,32.22,44
NonResidential,Worship Facility,98118.0,2,SOUTHEAST,47.54362,-122.2667,2,21732,0,2.0,0.0,23.59,51
NonResidential,Mixed Use Property,98107.0,6,BALLARD,47.66835,-122.38886,1,21060,0,,0.0,6.69,71
NonResidential,Mixed Use Property,98107.0,6,BALLARD,47.6684,-122.38788,4,20539,0,,0.0,37.31,56
SPS-District K-12,K-12 School,98115.0,4,NORTHEAST,47.67365,-122.26293,1,38624,0,83.0,0.0,38.78,58
NonResidential,Retail Store,98105.0,4,NORTHEAST,47.66033,-122.31348,3,32960,0,71.0,0.0,5.67,116
NonResidential,Other,98105.0,4,NORTHEAST,47.66097,-122.3139,3,29636,0,,0.0,4.8,95
NonResidential,Hotel,98105.0,4,NORTHEAST,47.66023,-122.31581,3,20571,0,72.0,0.0,4.99,86
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.65926,-122.31241,2,47992,0,17.0,0.0,118.37,90
NonResidential,Residence Hall,98105.0,4,NORTHEAST,47.65711,-122.31409,3,28572,0,16.0,0.0,89.57,23
NonResidential,Residence Hall,98104.0,3,EAST,47.60817,-122.32654,15,115775,31535,94.0,0.0,20.09,34
NonResidential,Worship Facility,98115.0,4,NORTHEAST,47.68752,-122.29852,2,31386,0,52.0,0.0,27.14,16
Campus,K-12 School,98115.0,4,NORTHEAST,47.687,-122.30013,3,21500,0,44.0,0.0,202.65,27
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.64834,-122.33188,2,84116,26497,68.0,0.0,20.08,4
NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61345,-122.34068,9,104000,0,8.0,3578548.25,355.8,91
SPS-District K-12,K-12 School,98144.0,2,GREATER DUWAMISH,47.57405,-122.30301,1,55206,0,75.0,0.0,61.84,45
NonResidential,Senior Care Community,98144.0,2,SOUTHEAST,47.57188,-122.29531,3,78374,0,98.0,0.0,23.15,35
NonResidential,Mixed Use Property,98107.0,6,BALLARD,47.65742,-122.36736,2,38784,0,,0.0,26.11,9
NonResidential,Other,98134.0,2,GREATER DUWAMISH,47.57383,-122.33046,2,41790,0,,0.0,33.37,47
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.60542,-122.3364,5,39960,0,77.0,0.0,49.98,116
NonResidential,Warehouse,98101.0,7,DOWNTOWN,47.60528,-122.33627,5,33300,0,,0.0,0.63,116
NonResidential,Hotel,98101.0,7,DOWNTOWN,47.60721,-122.33451,11,36240,0,98.0,1158118.25,120.91,90
NonResidential,Other,98101.0,7,DOWNTOWN,47.60781,-122.33186,3,39320,6960,,1165335.75,145.48,94
NonResidential,Other,98104.0,7,DOWNTOWN,47.60547,-122.33118,5,41536,0,,0.0,19.07,108
NonResidential,Hotel,98104.0,7,DOWNTOWN,47.60223,-122.32889,6,35820,0,94.0,0.0,130.58,107
NonResidential,K-12 School,98116.0,1,SOUTHWEST,47.56542,-122.38502,2,33462,0,76.0,0.0,185.23,94
NonResidential,K-12 School,98116.0,1,SOUTHWEST,47.56504,-122.38455,3,49744,0,98.0,0.0,89.29,51
NonResidential,Worship Facility,98116.0,1,SOUTHWEST,47.56342,-122.38509,2,37816,0,60.0,0.0,43.45,93
NonResidential,Mixed Use Property,98116.0,1,SOUTHWEST,47.5622,-122.38648,2,23315,0,,0.0,35.04,90
NonResidential,Mixed Use Property,98116.0,1,SOUTHWEST,47.56147,-122.38638,2,20700,0,,0.0,188.67,86
NonResidential,Other,98116.0,1,SOUTHWEST,47.56263,-122.38196,1,41521,13124,,0.0,100.21,68
NonResidential,Supermarket / Grocery Store,98126.0,1,SOUTHWEST,47.56197,-122.38109,2,25762,0,100.0,0.0,13.29,70
NonResidential,Other,98126.0,1,SOUTHWEST,47.56245,-122.37805,1,33334,0,,0.0,210.3,32
NonResidential,Small- and Mid-Sized Office,98126.0,1,SOUTHWEST,47.56175,-122.37835,3,43387,0,60.0,0.0,34.15,35
NonResidential,Mixed Use Property,98125.0,5,NORTH,47.72178,-122.29498,1,39350,0,,0.0,1.86,37
NonResidential,Other,98125.0,5,NORTH,47.72032,-122.29507,1,22405,0,,0.0,134.57,67
SPS-District K-12,Other,98125.0,5,NORTH,47.72606,-122.28747,1,32590,0,,0.0,43.13,3
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.552,-122.32262,1,37500,0,36.0,0.0,13.16,31
NonResidential,Medical Office,98122.0,3,CENTRAL,47.60132,-122.30477,2,39000,0,25.0,0.0,33.92,26
NonResidential,Other,98116.0,1,SOUTHWEST,47.56018,-122.38716,1,22180,0,,0.0,147.0,92
SPS-District K-12,K-12 School,98144.0,2,GREATER DUWAMISH,47.58547,-122.3151,1,51704,0,62.0,0.0,41.68,45
NonResidential,Distribution Center,98144.0,2,GREATER DUWAMISH,47.58513,-122.30645,1,25920,0,,0.0,12.48,47
NonResidential,Refrigerated Warehouse,98144.0,2,GREATER DUWAMISH,47.58528,-122.30595,1,25480,0,,0.0,5.17,63
NonResidential,Warehouse,98144.0,2,GREATER DUWAMISH,47.58482,-122.30501,2,31000,0,,0.0,19.93,46
NonResidential,Small- and Mid-Sized Office,98144.0,2,GREATER DUWAMISH,47.58528,-122.305,1,29740,0,57.0,0.0,19.82,55
NonResidential,Distribution Center,98144.0,2,GREATER DUWAMISH,47.58607,-122.30445,1,23236,0,,0.0,13.02,62
NonResidential,Small- and Mid-Sized Office,98144.0,2,SOUTHEAST,47.58579,-122.3034,3,38075,0,,0.0,19.04,7
NonResidential,Small- and Mid-Sized Office,98144.0,3,SOUTHEAST,47.5859,-122.29957,2,39170,0,81.0,0.0,63.06,46
Nonresidential COS,Other,98134.0,3,SOUTHEAST,47.58476,-122.29765,1,36070,0,,0.0,10.05,39
NonResidential,Other,98144.0,2,SOUTHEAST,47.56979,-122.29234,2,20047,0,,0.0,0.82,53
NonResidential,Retail Store,98134.0,2,GREATER DUWAMISH,47.57403,-122.3336,1,20000,0,75.0,0.0,3.89,102
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.5741,-122.32541,2,32400,0,91.0,0.0,1.73,61
NonResidential,Supermarket / Grocery Store,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63776,-122.35606,1,25159,0,38.0,0.0,247.85,54
Nonresidential COS,Other,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63629,-122.35922,1,27247,0,,0.0,83.1,68
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.56489,-122.3409,1,26680,0,92.0,0.0,1.7,61
NonResidential,Warehouse,98106.0,1,DELRIDGE,47.56447,-122.35335,1,31521,0,6.0,0.0,61.71,63
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56982,-122.33479,1,24000,0,,0.0,46.64,65
NonResidential,Self-Storage Facility,98134.0,2,GREATER DUWAMISH,47.56487,-122.34181,1,21900,0,,0.0,65.65,64
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.56897,-122.33617,1,38005,0,,0.0,10.75,55
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.5678,-122.33622,1,35579,0,72.0,0.0,39.05,18
NonResidential,Distribution Center,98134.0,2,GREATER DUWAMISH,47.57382,-122.32672,1,49950,0,77.0,0.0,1.67,41
SPS-District K-12,K-12 School,98112.0,3,EAST,47.6315,-122.30761,3,62078,0,97.0,0.0,50.69,15
NonResidential,Worship Facility,98199.0,7,MAGNOLIA / QUEEN ANNE,47.63927,-122.4032,2,22612,0,87.0,0.0,31.6,69
NonResidential,Other,98125.0,5,NORTH,47.72599,-122.29314,2,38787,0,,0.0,67.52,40
NonResidential,Self-Storage Facility,98125.0,5,NORTH,47.72356,-122.29378,2,50368,0,,0.0,28.58,28
NonResidential,Warehouse,98134.0,2,GREATER DUWAMISH,47.55302,-122.33605,1,30545,0,12.0,0.0,61.53,78
NonResidential,K-12 School,98112.0,7,MAGNOLIA / QUEEN ANNE,47.63111,-122.35814,3,32691,0,99.0,0.0,29.82,94
NonResidential,Worship Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,47.63159,-122.35839,2,24227,0,55.0,0.0,47.59,53
NonResidential,Distribution Center,98108.0,2,GREATER DUWAMISH,47.54365,-122.30785,1,27000,0,61.0,0.0,18.85,60
SPS-District K-12,K-12 School,98102.0,4,LAKE UNION,47.64252,-122.32418,3,95501,0,88.0,0.0,62.94,17
NonResidential,Small- and Mid-Sized Office,98104.0,4,LAKE UNION,47.64243,-122.32618,2,21183,0,99.0,0.0,2.52,59
NonResidential,Small- and Mid-Sized Office,98102.0,4,LAKE UNION,47.64428,-122.32627,3,29392,3834,91.0,0.0,6.18,55
NonResidential,Large Office,98102.0,4,LAKE UNION,47.6465,-122.3252,5,137738,55504,62.0,0.0,32.8,31
NonResidential,Residence Hall,98103.0,4,LAKE UNION,47.65014,-122.34424,3,21118,0,49.0,0.0,39.5,28
NonResidential,Large Office,98103.0,4,LAKE UNION,47.64868,-122.34254,5,206126,79284,98.0,0.0,72.26,3
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.64866,-122.34509,2,20500,0,48.0,0.0,11.27,116
NonResidential,Senior Care Community,98117.0,6,BALLARD,47.69875,-122.36725,2,34636,31000,3.0,0.0,480.9,50
NonResidential,Worship Facility,98115.0,4,NORTHEAST,47.67485,-122.29284,2,25521,0,82.0,0.0,15.47,86
NonResidential,K-12 School,98115.0,4,NORTHEAST,47.67485,-122.29284,1,23190,0,79.0,0.0,68.14,30
NonResidential,Small- and Mid-Sized Office,98103.0,6,NORTHWEST,47.68602,-122.35674,1,20678,0,98.0,0.0,32.63,56
NonResidential,K-12 School,98103.0,6,NORTHWEST,47.68642,-122.35707,3,28820,0,43.0,0.0,106.45,94
NonResidential,Worship Facility,98178.0,2,SOUTHEAST,47.51042,-122.26277,2,27876,0,69.0,0.0,68.97,62
SPS-District K-12,K-12 School,98109.0,7,MAGNOLIA / QUEEN ANNE,47.63796,-122.34897,1,48789,0,94.0,0.0,29.41,91
SPS-District K-12,K-12 School,98118.0,2,SOUTHEAST,47.55818,-122.28712,1,33105,0,79.0,0.0,69.77,91
NonResidential,Senior Care Community,98118.0,2,SOUTHEAST,47.55387,-122.27875,2,48882,7233,51.0,0.0,235.26,50
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55374,-122.32498,1,22320,0,62.0,0.0,3.06,39
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.55297,-122.32472,1,47105,0,,0.0,348.22,40
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55316,-122.32616,2,40029,0,69.0,0.0,10.26,34
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55196,-122.32518,2,28304,0,67.0,0.0,8.85,46
NonResidential,Other,98108.0,2,GREATER DUWAMISH,47.55168,-122.32459,1,26400,0,,0.0,3.16,46
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55049,-122.32382,1,27680,0,,0.0,64.81,48
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55145,-122.32635,2,25872,0,,0.0,45.79,47
NonResidential,Small- and Mid-Sized Office,98108.0,2,GREATER DUWAMISH,47.55127,-122.32576,2,25872,0,41.0,0.0,81.96,47
NonResidential,Warehouse,98108.0,2,GREATER DUWAMISH,47.55127,-122.32576,1,20500,0,65.0,0.0,1.55,47
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.6557,-122.34682,2,21436,0,95.0,0.0,3.73,58
NonResidential,Mixed Use Property,98102.0,3,NORTHEAST,47.65205,-122.3218,1,20233,0,,0.0,18.16,18
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.65178,-122.351,4,39926,12400,,0.0,14.49,10
NonResidential,Small- and Mid-Sized Office,98103.0,4,LAKE UNION,47.64904,-122.34609,3,31417,8110,94.0,0.0,28.09,31
NonResidential,Self-Storage Facility,98101.0,7,DOWNTOWN,47.61179,-122.3404,6,46580,0,,0.0,4.95,88
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61165,-122.34011,2,25920,0,5.0,0.0,3.34,100
NonResidential,Retail Store,98121.0,7,DOWNTOWN,47.61236,-122.34144,2,25920,0,93.0,0.0,13.71,97
NonResidential,Hotel,98121.0,7,DOWNTOWN,47.61203,-122.34165,8,61721,0,93.0,0.0,36.92,106
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61297,-122.34324,2,25920,0,75.0,0.0,46.48,97
NonResidential,Small- and Mid-Sized Office,98101.0,3,EAST,47.61098,-122.32766,4,39760,0,92.0,1739620.75,149.91,91
NonResidential,Other,98101.0,3,EAST,47.61109,-122.32721,3,30971,0,,230989.2969,94.85,96
NonResidential,Small- and Mid-Sized Office,98101.0,3,EAST,47.61063,-122.32741,3,22667,0,1.0,1639341.375,148.55,70
NonResidential,Warehouse,98103.0,6,LAKE UNION,47.64965,-122.34913,2,33840,0,,0.0,60.88,89
NonResidential,Mixed Use Property,98103.0,6,LAKE UNION,47.6502,-122.34959,3,41827,9226,,0.0,110.17,15
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.65114,-122.34954,5,33740,6010,79.0,0.0,9.0,15
NonResidential,Retail Store,98103.0,6,LAKE UNION,47.65115,-122.35024,2,20516,0,98.0,0.0,42.04,105
NonResidential,Retail Store,98103.0,6,LAKE UNION,47.65019,-122.35013,3,27480,0,88.0,0.0,8.47,110
NonResidential,Mixed Use Property,98103.0,6,LAKE UNION,47.65061,-122.35159,1,46958,0,95.0,0.0,30.32,69
NonResidential,Distribution Center,98103.0,6,LAKE UNION,47.65214,-122.356,1,26532,0,5.0,0.0,66.53,32
NonResidential,Small- and Mid-Sized Office,98103.0,6,LAKE UNION,47.65186,-122.35531,2,22388,0,,0.0,9.46,35
NonResidential,Other,98103.0,6,LAKE UNION,47.65138,-122.35565,1,30730,0,,0.0,73.52,47
NonResidential,Small- and Mid-Sized Office,98107.0,6,LAKE UNION,47.65297,-122.35839,2,35600,0,47.0,0.0,18.34,30
NonResidential,Worship Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,47.64905,-122.36055,3,62000,0,81.0,0.0,82.34,67
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64805,-122.35534,2,23600,0,82.0,0.0,5.41,35
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,3,40067,0,43.0,0.0,16.06,30
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,3,26419,6922,67.0,0.0,7.49,27
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64976,-122.35684,3,25262,0,54.0,0.0,23.85,37
NonResidential,Other,98103.0,6,LAKE UNION,47.64975,-122.35289,3,53103,0,,0.0,38.12,20
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64901,-122.35516,3,34106,0,57.0,0.0,11.29,36
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64934,-122.35592,3,34545,0,29.0,0.0,16.13,36
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64865,-122.35435,3,70296,0,86.0,0.0,19.39,36
NonResidential,Small- and Mid-Sized Office,98104.0,7,DOWNTOWN,47.59979,-122.33339,4,27838,0,77.0,0.0,8.49,114
NonResidential,Distribution Center,98106.0,1,DELRIDGE,47.55105,-122.34695,2,28368,0,,0.0,30.02,45
NonResidential,Other,98133.0,5,NORTHWEST,47.72471,-122.3412,2,92080,0,,0.0,127.1,52
NonResidential,Other,98133.0,5,NORTHWEST,47.72288,-122.34065,1,20236,0,,0.0,49.58,55
NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,47.72004,-122.34418,2,39815,0,62.0,0.0,40.22,65
Nonresidential COS,Other,98133.0,5,NORTHWEST,47.72299,-122.34293,4,25557,0,,0.0,15.9,46
Nonresidential COS,Other,98133.0,5,NORTHWEST,47.72134,-122.34102,2,26994,0,,0.0,122.73,58
NonResidential,Warehouse,98133.0,5,NORTHWEST,47.72183,-122.34328,1,48112,0,73.0,0.0,10.36,44
NonResidential,Other,98133.0,5,NORTHWEST,47.72065,-122.34318,1,20909,0,,0.0,32.86,7
NonResidential,Small- and Mid-Sized Office,98133.0,5,NORTHWEST,47.73387,-122.34722,2,42793,16518,27.0,0.0,12.35,15
NonResidential,Other,98133.0,5,NORTHWEST,47.72644,-122.34338,2,45000,0,,0.0,176.79,9
NonResidential,Retail Store,98133.0,5,NORTHWEST,47.72337,-122.34373,1,26115,0,43.0,0.0,36.74,18
NonResidential,Worship Facility,98105.0,4,NORTHEAST,47.6702,-122.32066,1,26033,0,78.0,0.0,45.33,67
NonResidential,K-12 School,98109.0,7,MAGNOLIA / QUEEN ANNE,47.64344,-122.3509,4,48660,0,82.0,0.0,61.98,9
NonResidential,Senior Care Community,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6441,-122.34795,2,46539,0,73.0,0.0,180.38,46
NonResidential,Residence Hall,98121.0,7,DOWNTOWN,47.61283,-122.34392,4,29796,0,47.0,0.0,79.58,107
NonResidential,Retail Store,98121.0,7,DOWNTOWN,47.6123,-122.34395,2,26400,0,36.0,0.0,17.12,96
NonResidential,Small- and Mid-Sized Office,98121.0,7,DOWNTOWN,47.61185,-122.3434,3,38148,0,98.0,0.0,8.8,98
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.62231,-122.34145,2,28800,0,,0.0,12.77,88
NonResidential,Worship Facility,98119.0,7,MAGNOLIA / QUEEN ANNE,47.62232,-122.36101,5,31945,0,4.0,0.0,12.59,61
NonResidential,Small- and Mid-Sized Office,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6189,-122.35713,5,85963,33055,43.0,0.0,31.24,31
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.60683,-122.33771,4,34680,0,92.0,0.0,26.38,116
NonResidential,Worship Facility,98101.0,7,DOWNTOWN,47.60867,-122.33265,3,75058,34510,24.0,0.0,247.97,48
NonResidential,Retail Store,98101.0,7,DOWNTOWN,47.61103,-122.33549,1,36504,0,2.0,0.0,20.76,101
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.61091,-122.33667,6,35200,0,8.0,0.0,20.9,109
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60961,-122.33566,5,35840,0,83.0,0.0,48.35,109
NonResidential,Other,98101.0,7,DOWNTOWN,47.60985,-122.33527,2,25920,0,60.0,0.0,9.3,75
NonResidential,Small- and Mid-Sized Office,98101.0,7,DOWNTOWN,47.60952,-122.33558,4,30525,0,17.0,762032.8125,73.61,88
NonResidential,Other,98101.0,7,EAST,47.61186,-122.32857,4,49243,0,,0.0,101.34,52
NonResidential,Other,98104.0,3,EAST,47.6097,-122.325,3,20411,0,,0.0,71.23,104
NonResidential,Medical Office,98122.0,3,EAST,47.61065,-122.32125,2,30855,10285,2.0,0.0,85.55,54
NonResidential,Small- and Mid-Sized Office,98122.0,3,EAST,47.61194,-122.32177,3,73549,0,90.0,0.0,107.45,106
NonResidential,Other,98122.0,3,EAST,47.60865694,-122.3205368,5,45780,11400,,5473370.5,462.4,28
NonResidential,Medical Office,98114.0,3,EAST,47.60865416,-122.3205904,3,39115,0,42.0,0.0,60.04,53
NonResidential,Other,98101.0,7,EAST,47.60901,-122.32994,3,38038,0,,682047.625,55.61,100
NonResidential,Worship Facility,98104.0,7,EAST,47.60821,-122.3296,3,37796,0,55.0,1379517.75,123.41,54
Nonresidential COS,Small- and Mid-Sized Office,98107.0,6,BALLARD,47.66256,-122.36483,1,27744,0,,0.0,37.34,23
NonResidential,Warehouse,98107.0,6,BALLARD,47.66388,-122.36831,1,36444,0,80.0,0.0,1.12,56
NonResidential,Warehouse,98107.0,6,BALLARD,47.65907,-122.36783,1,27553,0,63.0,0.0,31.61,66
NonResidential,Distribution Center,98107.0,6,BALLARD,47.6583,-122.36638,1,57310,0,,0.0,34.87,65
NonResidential,Mixed Use Property,98109.0,7,LAKE UNION,47.62296,-122.33884,2,25920,0,,0.0,16.57,96
NonResidential,Restaurant,98109.0,7,LAKE UNION,47.62354,-122.33808,3,40686,0,,0.0,73.0,97
NonResidential,Retail Store,98109.0,7,LAKE UNION,47.62399,-122.33804,2,45271,0,57.0,0.0,82.72,52
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62437,-122.33802,3,28380,12180,62.0,0.0,35.77,96
NonResidential,Large Office,98109.0,7,LAKE UNION,47.62296,-122.3362,5,508160,0,77.0,0.0,487.53,7
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62353,-122.33622,3,26176,0,95.0,0.0,32.09,90
NonResidential,Small- and Mid-Sized Office,98109.0,3,LAKE UNION,47.62799,-122.33132,1,37740,0,1.0,0.0,73.48,90
Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1,26000,0,,2097789.75,184.09,55
NonResidential,Worship Facility,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61876,-122.3534,3,23241,0,66.0,0.0,20.64,7
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.61974,-122.3511,1,155795,0,,0.0,255.83,54
Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1,21018,0,,175780.0,24.62,14
Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62208,-122.35398,1,30533,0,,0.0,192.12,18
NonResidential,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62049,-122.3493,2,33971,0,,0.0,523.95,55
Nonresidential COS,Other,98109.0,7,MAGNOLIA / QUEEN ANNE,47.62082,-122.35251,2,40600,0,,137900.0,41.06,24
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62055,-122.33881,4,38038,0,84.0,0.0,13.97,17
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62028,-122.33717,4,64596,24596,92.0,0.0,77.8,9
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62038,-122.33759,3,41466,6062,1.0,0.0,234.03,88
NonResidential,Large Office,98109.0,7,LAKE UNION,47.62004,-122.33807,6,130710,100800,92.0,0.0,86.51,3
NonResidential,Small- and Mid-Sized Office,98109.0,7,LAKE UNION,47.62054,-122.33807,4,35780,0,77.0,0.0,13.33,90
NonResidential,Mixed Use Property,98109.0,7,MAGNOLIA / QUEEN ANNE,47.6223,-122.35653,4,25132,7308,41.0,0.0,3.94,52
Nonresidential COS,Other,98109.0,7,DOWNTOWN,47.60192,-122.33282,1,49680,0,,1427730.0,119.34,50
